Column1,Column2,Column3
0.9681451290449204,0.5401757357473502,1.8
1.0464740689450007,0.5781474497724504,1.8
1.1231734094879189,0.617215517593384,1.8
1.1981648974261194,0.657060111473208,1.8
1.2713702795120572,0.6973614036749818,1.8
1.3427113024981807,0.7377995664617623,1.8
1.4121097131369442,0.7780547720966084,1.8
1.4794872581807947,0.8178071928425781,1.8
1.5447656843821829,0.8567370009627284,1.8
1.6078881044146751,0.8945964677129941,1.8
1.6688830946362732,0.9314262603208104,1.8
1.7278005973261052,0.9673391450064894,1.8
1.784690554763282,1.0024478879903411,1.8
1.8396029092269317,1.03686525549268,1.8
1.892587602996164,1.070704013733815,1.8
1.9436945783501152,1.10407692893406,1.8
1.9929737775678884,1.1370967673137231,1.8
2.040475142928612,1.1698762950931187,1.8
2.0862486167114014,1.2025282784925566,1.8
2.1303441411953816,1.2351654837323505,1.8
2.17281165865967,1.2679006770328112,1.8
2.2137011113833864,1.3008466246142487,1.8
2.253062441645648,1.3341160926969753,1.8
2.290945591725581,1.3678218475013035,1.8
2.3274005039023,1.402076655247544,1.8
2.3624771204549244,1.4369932821560076,1.8
2.3962253836625766,1.4726844944470066,1.8
2.4286952358043763,1.5092630583408542,1.8
2.4599366191594427,1.546841740057859,1.8
2.489999476006897,1.5855333058183354,1.8
2.518933748625855,1.6254505218425923,1.8
2.5467893792954417,1.6667061543509418,1.8
2.5736047923531604,1.7093832157219455,1.8
2.5993723403700706,1.7534457029671464,1.8
2.624072857975605,1.7988278592563396,1.8
2.6476871797992185,1.84546392775932,1.8
2.6701961404703454,1.8932881516458813,1.8
2.6915805746184294,1.9422347740858164,1.8
2.7118213168729195,1.9922380382489224,1.8
2.730899201863247,2.0432321873049912,1.8
2.7487950642188608,2.095151464423816,1.8
2.765489738569201,2.147930112775192,1.8
2.7809640595437117,2.201502375528912,1.8
2.795198861771839,2.2558024958547747,1.8
2.8081749798830167,2.310764716922568,1.8
2.8198732485066955,2.366323281902089,1.8
2.8302745022723084,2.422412433963129,1.8
2.839359575809304,2.4789664162754863,1.8
2.8471093037471267,2.535919472008953,1.8
2.853504520715214,2.593205844333322,1.8
2.858526061343012,2.650759776418389,1.8
2.862154760259962,2.7085155114339483,1.8
2.864371452095506,2.766407292549792,1.8
2.8651569714790828,2.8243693629357147,1.8
2.864492153040139,2.8823359657615115,1.8
2.862359525731172,2.940260726861305,1.8
2.858748395796905,2.998174802726544,1.8
2.853649763805109,3.056128732513004,1.8
2.8470546303235604,3.1141730553764577,1.8
2.8389539959200345,3.172358310472684,1.8
2.829338861162313,3.230735036957461,1.8
2.818200226618167,3.2893537739865635,1.8
2.8055290928553718,3.348265060715766,1.8
2.7913164604417027,3.407519436300847,1.8
2.775553329944941,3.467167439897581,1.8
2.758230701932856,3.5272596106617464,1.8
2.7393395769732294,3.587846487749118,1.2
2.71887095563383,3.648978610315472,1.2
2.6968158384824434,3.7107065175165865,1.2
2.6731652260868337,3.7730807485082343,1.2
2.6479101190147887,3.836151842446197,1.2
2.621041517834076,3.8999703384862463,1.2
2.5925504231124723,3.964586775784159,1.2
2.5624278354177576,4.030051693495713,1.2
2.5306647553177037,4.096415630776683,1.2
2.497252183380088,4.163729126782846,1.2
2.462181120172689,4.23204272066998,1.2
2.4254425662632766,4.30140695159386,1.2
2.3870527289766628,4.371836080324103,1.2
2.347128642665762,4.443199254085696,1.2
2.3058125484405227,4.515329341717477,1.2
2.263246687410895,4.588059212058267,1.2
2.219573300686829,4.661221733946904,1.2
2.174934629378269,4.734649776222213,1.2
2.1294729145951674,4.808176207723026,1.2
2.083330397447469,4.881633897288175,1.2
2.036649319045125,4.954855713756487,1.2
1.9895719204980828,5.027674525966795,1.2
1.9422404429162905,5.09992320275793,1.2
1.8947971274096995,5.171434612968721,1.2
1.8473842150882511,5.242041625437995,1.2
1.8001439470619065,5.31157710900459,1.2
1.7532185644405978,5.379873932507328,1.2
1.7067503083342874,5.446764964785048,1.2
1.6608814198529167,5.512083074676573,1.2
1.6157541401064357,5.575661131020739,1.2
1.571510710204791,5.637332002656375,1.2
1.528293371257936,5.696928558422307,1.2
1.486244364375814,5.75428366715737,1.2
1.4455059306683768,5.809230197700391,1.2
1.4062203112455691,5.861601018890202,1.2
1.368483963664307,5.9112636502004,1.2
1.332210211269336,5.958224213643646,1.2
1.2972665938523686,6.002523481867355,1.2
1.2635206512051165,6.04420222751896,1.2
1.2308399231192908,6.083301223245879,1.2
1.199091949386604,6.1198612416955385,1.2
1.168144269798768,6.153923055515362,1.2
1.1378644241474944,6.185527437352771,1.2
1.1081199522244969,6.2147151598551975,1.2
1.0787783938214837,6.241526995670053,1.2
1.0497072887301702,6.266003717444773,1.2
1.020774176742263,6.288186097826776,1.2
0.991846597649479,6.308114909463484,1.2
0.9627920912435286,6.325830925002325,1.2
0.93347819731612,6.341374917090716,1.2
0.90377245565897,6.354787658376093,1.2
0.8735424060637857,6.366109921505871,1.2
0.8426555883222822,6.375382479127472,1.2
0.8109795422261712,6.382646103888327,1.2
0.7783818075671611,6.387941568435855,1.2
0.7447299241369665,6.391309645417483,1.2
0.7098914317273,6.392791107480631,1.2
0.6737338701298698,6.392426727272728,1.2
0.6361880507736961,6.390250768800547,1.2
0.5974378716370214,6.386271461508288,1.2
0.5577305023353976,6.380490526199509,1.2
0.5173131124843735,6.372909683677758,1.2
0.4764328716994983,6.36353065474659,1.2
0.4353369495963264,6.3523551602095605,1.2
0.3942725157904014,6.33938492087022,1.2
0.3534867398972778,6.32462165753212,1.2
0.313226791532502,6.308067090998817,1.2
0.2737398403116291,6.289722942073864,1.2
0.235273055850202,6.26959093156081,1.2
0.1980736077637779,6.247672780263216,1.2
0.1623886656679039,6.223970208984632,1.2
0.1284653991781255,6.198484938528605,1.2
0.0965509779100024,6.171218689698696,1.2
0.0668925714790766,6.142173183298459,1.2
0.0397373495008999,6.111350140131439,1.2
0.0153324815910229,6.078751281001196,1.2
-0.0060748626350042,6.044378326711282,1.2
-0.0242375135616281,6.00823299806525,1.2
-0.038908301573306,5.970317015866652,1.2
-0.0498400570544825,5.930632100919043,1.2
-0.0567856103896087,5.889179974025977,1.2
-0.0595957482887934,5.845980910011068,1.2
-0.0585130827647688,5.801129399778189,1.2
-0.0538781821559277,5.754738488251283,1.2
-0.0460316148006612,5.706921220354285,1.2
-0.0353139490373592,5.657790641011134,1.2
-0.0220657532044112,5.607459795145768,1.2
-0.0066275956402135,5.556041727682121,1.2
0.0106599553168438,5.503649483544132,1.2
0.0294563313283733,5.450396107655745,1.2
0.0494209640559804,5.396394644940891,1.2
0.0702132851612731,5.341758140323508,1.2
0.0914927263058631,5.286599638727537,1.2
0.1129187191513567,5.231032185076916,1.2
0.1341506953593638,5.175168824295579,1.2
0.1548480865914916,5.119122601307465,1.2
0.1746703245093517,5.063006561036515,1.2
0.1932768407745486,5.006933748406665,1.2
0.2103270670486967,4.951017208341851,1.2
0.2254804349933996,4.895369985766013,1.2
0.2383963762702681,4.840105125603088,1.2
0.2487343225409111,4.785335672777016,1.2
0.2561537054669358,4.731174672211729,1.2
0.2603139567099521,4.677735168831172,1.2
0.2609547947526174,4.625125186920117,1.2
0.2581370853617564,4.573432668206689,1.2
0.2520019811252458,4.522740533779851,1.2
0.2426906346309651,4.473131704728573,1.2
0.2303441984667902,4.424689102141814,1.2
0.2151038252205941,4.377495647108542,1.2
0.1971106674802545,4.331634260717715,1.2
0.1765058778336472,4.287187864058302,1.2
0.1534306088686508,4.244239378219266,1.2
0.1280260131731339,4.202871724289567,1.2
0.1004332433349821,4.163167823358176,1.2
0.0707934519420634,4.125210596514052,1.2
0.0392477915822571,4.089082964846158,1.2
0.0059374148434461,4.0548678494434665,1.2
-0.028996525686507,4.022648171394932,1.2
-0.0654128774197158,3.9925068517895217,1.2
-0.1031704877683097,3.9645268117162025,1.2
-0.1421282041444129,3.938790972263931,1.2
-0.1821448739601443,3.91538225452168,1.2
-0.2230793446276333,3.8943835795784056,1.2
-0.2647904635589979,3.8758778685230815,1.2
-0.3071370781663685,3.8599480424446617,1.2
-0.3499780358618647,3.846677022432114,1.2
-0.3931986941089631,3.836105703414857,1.2
-0.4367904505765176,3.828106875684121,1.2
-0.4807712129847514,3.8225113033715874,1.2
-0.5251588890538654,3.819149750608942,1.2
-0.5699713865040748,3.817852981527867,1.2
-0.6152266130555857,3.818451760260047,1.2
-0.660942476428616,3.8207768509371607,1.2
-0.707136884343373,3.824659017690897,1.2
-0.7538277445200645,3.8299290246529383,1.2
-0.8010329646789067,3.836417635954968,1.2
-0.8487704525401059,3.843955615728668,1.2
-0.8970581158238744,3.852373728105723,1.2
-0.945913862250424,3.861502737217814,1.2
-0.9953555995399634,3.8711734071966313,1.2
-1.0454012354127054,3.881216502173852,1.2
-1.0960686775888604,3.891462786281159,1.2
-1.1473758337886366,3.901743023650241,1.2
-1.1993406117322492,3.911887978412777,1.2
-1.2519809191399052,3.921728414700452,1.2
-1.3053146637318171,3.931095096644949,1.2
-1.359359753228195,3.939818788377956,1.2
-1.41413409534925,3.947730254031149,1.2
-1.469655597815195,3.954660257736213,1.2
